Adresse,Code postal,Téléphone,Téléphone sans frais,Télécopieur,Courriel,Site Internet,Total: PSL,Total: HLM,Total: Total
" 409, avenue de Quen", G4R 2R1, (418) 962-6006,, (418) 962-6016, atre@cgocable.ca,,0,5,5
" 896, rue Leventoux", G5C 1K1, (418) 589-6877,, (418) 589-5331, gestion@citedesbatisseurs.ca,,19,0,19
" 896, rue Leventoux", G5C 1K1,,,, gestion@citedesbatisseurs.ca,,12,0,12
" 156, chemin d'en Haut", G0G 2E0, (418) 726-3311,,, josettedelphin@me.com,,2,0,2
" 22, rue Boily", G0T 1K0, (418) 233-3608,,, logisescouminois@hotmail.com,,4,0,4
" 77, avenue Mance", G4Z 1N1, (418) 296-4100,, (418) 296-5831, info@maisonanitalebel.ca,,5,0,5
" 30, route Mécatina", G0G 1T0,,,, maisonmecatina@outlook.com,,0,0,0
" 11, rue de la Rivière", G0G 1A0, (418) 533-2056,,, oasis@cablockna.ca,,7,0,7
" 55, rue Lévesque", G0T 1Y0, (418) 236-9227,, (418) 236-1289, plmayrand@videotron.ca,,0,13,13
" 56, rue Jourdain", G0T 1Y0, (581) 234-9382,,, omhsc@videotron.ca,,8,0,8
" 523, route 138, bureau 200", G0H 1S0, (418) 567-2345,, (418) 567-2344, sbeaudin@municipalite.ragueneau.qc.ca,,0,6,6
" 896, rue Leventoux", G5C 1K1,,,, villadesretraites@hotmail.com,,15,0,15
" 4, 10e Rue , Case postale 9", G0T 1E0, (418) 587-6858,, (418) 587-6212, cathy.fortin99@outlook.com,,3,8,11
" 101, avenue du Parc", G8P 3A5, (418) 748-4411,, (418) 748-4462, jardindesaines@tlb.sympatico.ca,,0,12,12
" 51, rue des Trembles , Case postale 1420", J0Y 1X0, (819) 755-8897,,, etoilefilantelsq@outlook.com,,0,0,0
" 24, rue Nottaway , C.P. 1090", J0Y 2A0, (819) 739-8887,,, info.fondationsoleildunord@gmail.com,,3,0,3
" 125, avenue de Louisbourg", G0C 1E0, (418) 534-0024,,, appartementslouisbourg@globetrotter.net,,16,0,16
" 196, boulevard Perron Ouest", G0C 2B0, (418) 364-3333,,, direction@ohbdc.ca,,0,21,21
" 168, route Saint-François", G0C 2H0, (581) 360-1236,,, melanie.dufresne@grlcgim.com,,12,0,12
" 640, avenue des Pionnières , Case postale 910", G0E 1W0, (418) 784-2966,,, aventuremurdochville@hotmail.ca,,7,0,7
" 7, rue du Ruisselet", G0J 1V0, (418) 865-2562,,, batisseurs2010@globetrotter.net,,8,0,8
" 66, rue Alexander , Case postale 9", G0C 1L0, (418) 788-2406,,, adjointe@centreaccalmie.org,,0,0,0
" 307, rue Monseigneur-Ross Est , Case postale 726", G0C 1K0, (418) 689-6100,, (418) 689-4777, sgiroux@cegamelinchandler.com,,11,6,17
" 526, 1re Avenue Ouest", G4V 1H4, (418) 763-5001,,, jj.elie@convergence-gaspesie.org,,0,0,0
" 54, 3e Avenue Ouest", G4V 1J6, (418) 786-2297,, (418) 763-7287, omhcapchat@cgocable.ca,,0,9,9
" 46, rue Notre-Dame", G0C 1Z0, (418) 752-2228,, (418) 752-2614, residence.gilker@globetrotter.net,,8,0,8
" 129-A, boulevard Perron Ouest", G0C 2B0, (418) 392-5019,, (418) 392-4141, direction@bdc.ca,,14,0,14
" 230, rue Wayman , Case postale 100", G4X 0G1, (418) 368-1655,,, mdumaresq@crrigaspe.com,,25,0,25
" 205, 7e Rue Ouest", G4V 2L6,,,, direction@gaspdesmonts.org,,0,0,0
" 269, Route 132 Est", G0C 1P0, (418) 396-3342,,,,,0,0,0
" 107, avenue du Plateau", G0C 1K0,,,,,,6,0,6
" 10, rue Charles Morin , Case postale 415", G0C 1L0, (418) 788-2919,, (418) 788-2916, habpalc@hotmail.com,,0,6,6
 Casier postal 391, G5R 3Y9,,,, gervais_darisse@hotmail.com,,0,18,18
" 218, rue des Ursulines", G4X 1J6, (418) 368-6644,, (418) 368-4969, direction@ohgaspe.ca,,0,6,6
" 1123, route 199", G4T 5B3, (418) 969-2955,,, nouveauxhorizons@live.ca,,13,0,13
" 105, rue des Vétérans", G0C 2B0,,,, sandra@grlcgim.com,,6,0,6
" Bureau 22 , 164, chemin Valentin-Cummings", G4T 2E4, (418) 986-4045,,, logisbelage11@hotmail.com,,11,0,11
" 42, route de la Rivière , Case postale 309", G0E 1K0, (418) 393-2713,, (418) 393-2828, maisondesaines@globetrotter.net,,13,0,13
" 81, 1re Avenue Est", G0E 1T0, (418) 797-2003,,, residencemeretmontagne@hotmail.ca,,5,0,5
 Case postale 2248, G0C 1Y0, (418) 759-3411,, (418) 759-3436, info@maisonlemergence.com,,5,0,5
" 303-A, route 132 Ouest", G0C 2Z0, (418) 364-3131,,, info@lamaisonmaguire.com,,0,0,0
" 137, avenue de Louisbourg , Case postale 517", G0C 1E0, (418) 534-2010,,, mmp.coord@hotmail.com,,0,8,8
" Bureau 102 , 280, chemin du Bassin", G4T 0B5, (418) 937-2130,,, gestioncoopoasis@gmail.com,,4,7,11
" 44, rue Chaleur , Case postale 69", G0C 1L0, (418) 788-5654,, (418) 788-5688, pavhel@globetrotter.net,,0,6,6
" 1268, boulevard Cap-des-Rosiers", G4X 6H1, (418) 892-5261,, (418) 368-9536, goconnor@globetrotter.net,,0,10,10
 460 chemin Principal, G4T 1A1,,,,,,0,0,0
" 187, rue Principale , Case postale 130", G0J 2E0, (418) 299-2723,,, villadesplateaux@hotmail.com,,0,13,13
" 881, avenue Taniata", G6Z 2E3, (418) 834-3603,,, administration@ladoberge.ca,,0,0,0
" 1659, boul. Guillaume-Couture", G6W 0L3, (418) 834-9808,,, info@alliancejeunesse.com,,24,0,24
" 25, avenue Sainte-Marie", G5V 2R5, (418) 248-3055,, (418) 248-0170, contact@arcencielrpph.com,,2,0,2
" 1375, rue Principale", G0R 3N0, (418) 642-5785,, (418) 642-5799, archeleprintemps@globetrotter.net,,11,0,11
" 8069, boul. Centre-Hospitalier", G6X 1L3, (418) 832-7422,,, administration@aphlevis.ca,,0,0,0
" 12165, 2e Avenue", G5Y 1X6, (418) 227-4181,, (418) 227-2752, cathy.fecteau@aubercail.net,,0,0,0
" 1390, rue Setlakwe", G6G 7Z3,,,, aubepaix@hotmail.com,,0,0,0
" 302, rue Saint-Joseph", G6V 1G2,,,, info@capjlevis.com,,10,0,10
" 888, rue Saint-Antoine, app. 1", G0N 1E0, (418) 449-5155,,, cerd@cerd.ca,,14,0,14
" 6337, rang 6", G0Y 1B0, (418) 458-2356,, (418) 458-2938, chgmb@sympatico.ca,,0,10,10
" 565, rue Saint-Joseph", G6V 1G8,,,, ccantin@grtnouvelhabitat.com,,28,0,28
" 5700, rue Saint-Louis", G6V 4E5, (415) 833-6652,,, jbeaumont@grtnouvelhabitat.com,,20,0,20
" 957, rue de l'Église", G0S 2C0,,,, corpostantoine@videotron.ca,,9,0,9
" 102, rue Saint-Pierre", G0R 4L0, (418) 642-5231,,, residencestandon@gmail.com,,10,0,10
" 52, rue de l'Église", G0S 2E0, (418) 881-4433,,, corporationdesaines@videotron.ca,,21,0,21
" 679, rue des Loisirs", G0S 1M0, (418) 728-3662,,, gestionmf0054@hotmail.com,,6,0,6
" 5700, rue Saint-Louis", G6V 4E5, (418) 833-6652,,, jbeaumont@grtnouvelhabitat.com,,13,0,13
" 116, rue Saint-Thomas", G5V 1M2, (418) 248-1215,, (418) 248-1216, chlittoral@globetrotter.net,,42,6,48
" 1176, rue Principale", G0S 1Z0, (418) 888-5518,,, manoirbonsejour@videotron.ca,,8,0,8
" 541, 80e Rue", G5Y 0M5, (418) 957-3438,,, nancy.logetoit@outlook.com,,16,0,16
" 18480, boulevard Lacroix", G5Y 5B8,,,, croiseedeschemins@cgocable.ca,,0,0,0
" 499, rue Principale", G0M 1V0, (418) 485-6813,,, lesdefissthonore@gmail.com,,4,0,4
" 9248, boul. Centre-hospitalier", G6X 3M5, (418) 832-9992,,, dg@demeurecdm.com,,47,0,47
" 1201, rue Charles-Rodrigue", G6W 0N1, (418) 833-6652,,, zbelhadji@grtnouvelhabitat.com,,18,0,18
" 100-125, 10e Rue Sud", G6G 7X6, (418) 332-7170,,, fondationrenaissancepresidence@gmail.com,,12,0,12
" 115, rue des Merles", G0S 2S0, (418) 882-0211,, (418) 882-3664, info@gitesaintisidore.com,,8,0,8
" 84, boulevard Bégin, app. 12", G0R 2V0, (418) 883-1300,,, clair.soleil@videotron.ca,,11,0,11
" 379, 14e Rue", G0R 3Y0,,,, habitationsdubuton@hotmail.com,,7,0,7
" 534, chemin Saint-François Ouest", G0R 3A0, (418) 259-7805,,, Habitations.Patrimoniales@outlook.com,,3,0,3
" 7516, rue Marie-Vicrorin , Case postale 61", G0S 1S0,,,, habitations-ltb_tresorerie@outlook.com,,8,0,8
" 83 ,avenue de la Fabrique #80", G5V 2J3, (418) 248-9141,,, yves.fournier@orhmontmagny.ca,,0,6,6
" 880, avenue Clairval", G0S 2V0, (418) 369-2075,,, pboilard77@gmail.com,,0,6,6
" 5, rue du Collège", G0R 2B0,,,, filfleuve@globetrotter.net,,12,0,12
" 5700, rue St-Louis", G6V 4E5,,, (418) 833-2466, oloyer@grtnouvelhabitat.com,,8,0,8
" 29, rue Principale Est", G0R 2J0, (418) 249-4066,,, leshabitationspanet@outlook.com,,6,0,6
" 34, rue de l'École", G0R 2Y0, (418) 789-2837,,, jeanlthi@globetrotter.net,,10,0,10
" 118, rue Saint-Thomas", G5V 1M2, (418) 248-7141,, (418) 248-0332, lcsinc@globetrotter.net,,0,8,8
" 88, rue du Foyer Nord", G0R 3X0, (418) 356-2504,,, habitationsstpamphile@globetrotter.net,,5,0,5
" 219, avenue Proulx", G0N 1B0, (418) 423-5662,,, francesca25@sympatico.ca,,4,0,4
" 27, rue Notre-Dame Ouest", G6G 1J1, (418) 338-9292,, (418) 338-2797,,,0,0,0
" 597, avenue des Érables", G0S 2J1, (418) 387-4924,,, simhoff@grtnouvelhabitat.com,,8,0,8
" 118, rue Saint-Thomas", G5V 1M2, (418) 248-7141,, (418) 248-0332, lcsinc@globetrotter.net,,11,0,11
" 2025, 29e rue", G0M 1Y0, (418) 594-8135,,,,,0,0,0
" 200, rue Notre-Dame Ouest", G6G 1J6, (418) 338-2024,, (418) 755-0109, rea.appalaches@gmail.com,,9,0,9
" 9, rue des Loisirs", G0R 3R0, (418) 356-2556,, (418) 356-5900, joanne.bernier@telus.net,,0,5,5
" 5700, rue Saint-Louis", G6V 4E5,,,, reception@grtnouvelhabitat.com,,14,0,14
" 65, route Saint-Gérard", G0R 2Y0, (418) 789-3147,,, Oasis_Nathalie@outlook.com,,15,0,15
" 2223, rue du Rail", G6X 3L7, (418) 832-2111,, (418) 832-2810, pdomch@videotron.ca,,9,35,44
" 1297, rue des Érables", G0S 2W0, (418) 833-6652,,, petitdomicilesl@videotron.ca,,0,16,16
" Bureau 13 , 201, rue Claude-Bilodeau", G0R 1S0, (418) 625-2599,, (418) 625-2534, rececoet@hotmail.com,,0,0,0
" Bureau 13 , 524, route du Sanctuaire", G0R 1S0,,,, letremplin@sogetel.net,,20,0,20
" 309, rue de la Salle", G0N 1X0, (418) 426-3939,,, residencestefamille@live.ca,,9,0,9
" 6109, avenue des Belles-Amours", G6X 1P8, (418) 832-7779,, (418) 832-0163, residence2000@bell.net,,0,12,12
" a/s de l'OMH de Thetford Mines , 615, rue Monfette Est", G6G 7H4, (418) 338-3556,, (418) 338-6304, residencearcenciel@cgocable.ca,,9,14,23
" 430, rue Principale", G0R 3Z0, (418) 359-3868,,, abridesappalaches@globetrotter.net,,11,0,11
" 91, rue du Manoir Est", G0R 1H0, (418) 246-5848,,, residencemarcellemallet@globetrotter.net,,11,0,11
" 4625, rue Gosford Ouest", G0S 2A0, (418) 599-2086,,, fatima@coopsteagathe.com,,9,0,9
" 18, rue de St-Etienne-de-Lauzon", G6J 1V1, (418) 836-3609,,, residencesaintetienne@videotron.ca,,18,0,18
" 20, avenue Saint-Charles", G0R 2T0, (418) 887-6455,, (418) 887-1316, direction@charlescouillard.ca,,0,0,0
" 30, route 281 Sud", G0R 1A0, (418) 466-2435,,, reslpcote@hotmail.com,,0,0,0
" 206, avenue Nadeau", G0R 1S0, (418) 636-2896,,, f.riendeau@hotmail.com,,0,6,6
" 95, rue Talbot", G6V 4J5, (418) 334-0445,, (418) 338-4805, residencesrobertsonville@bellnet.ca,,0,12,12
" 320, rue Grondin", G0N 1G0, (418) 351-0080,,, serviceresieb@cgocable.ca,,10,0,10
" 64, rue Saint-Jean-Baptiste O.", G5V 3B7,,,, direction@traitdunionmontmagny.com,,10,0,10
" 428, 15e Rue Ouest", G0M 1G0,,,, sophiestpierre05@gmail.com,,7,0,7
" 381, rue Houle", G6G 5W2, (418) 755-0787,, (418) 755-0141, vgosselin@coopservicesadomicile.com,,22,0,22
" 178, rue Principale", G0R 3J0, (418) 807-0602,,, lavillasousleclocher@videotron.ca,,9,0,9
" 1015, boulevard des Laurentides", H7G 2V8, (450) 933-6610,,, administration@laviron.org,,23,0,23
" 1255, rue Nicolet", H7L 2P3, (450) 662-6950,,, gic_mdy@foh3L.org,,5,0,5
" 3320, rue des Châteaux", H7V 0B8, (450) 688-0184,,, directiongenerale@omhlaval.ca,,38,0,38
" 425, place Jean-Coutu", H7H 3C8, (450) 624-9922,,, pbelanger@lepilier.org,,25,0,25
" Appartement 24 , 315, 15e Rue", H7N 1L3, (514) 718-1837,,, habitationspopulaires@gmail.com,,7,9,16
 Case postale 18002 Sainte-Rose, H7L 6B2, (450) 662-6950,,, gic_hrrl@foh3L.org,,0,16,16
" 15, rue de Berri, appartement 01", H7G 2W4,,,, chee1@sympatico.ca,,30,0,30
" 5025, chemin du Souvenir", H7W 0J9,,,, admin@habitationsararat.com,,37,0,37
" Bureau 101 , 925, avenue de Bois-de-Boulogne", H7N 4G1, (514) 781-9782,,, habitationsrendezvous@gmail.com,,0,20,20
" 181, rue L'Allier", H7L 2K9,,,,,,0,0,0
" Appartement 11 , 1151, rue Vincent-Massey", H7V 3N3,,,,,,25,0,25
" 2310, boul. de Maisonneuve Est", H2K 2E7, (514) 627-4517,, (514) 527-7388, avillanueva@fohm.org,,0,14,14
" 1313, boulevard Chomedey", H7V 0A2, (450) 687-0313,,, l.duckett@le1313chomedey.com,,0,0,0
" 1620, rue des Patriotes", H7L 2N6, (450) 628-0907,,, aubergeducoeur@envolee.qc.ca,,0,0,0
" 260, boulevard Cartier Ouest", H7N 6K7, (514) 718-1837,,, maisonmarigotlaval@gmail.com,,20,0,20
" Bureau 1 , 6135, boulevard des Laurentides", H7H 2V3, (450) 628-3246,, (450) 628-0885, coordonnatrice@relais-familial-auteuil.org,,0,15,15
" 3270, boul. Saint-Elzéar Ouest", H7P 0L5,,,, admin@residenceestia.org,,96,0,96
" 674, rue Masson", J6A 8K7, (450) 470-1171,,, alr.rmr@videotron.ca,,38,0,38
" 785, boulevard Manseau", J6E 3G1, (450) 752-0556,,, administration@crcjoliette.ca,,0,0,0
" 105, rue Marie-Curie", J5E 0V2,,,, comptabilite@defislogis.org,,11,0,11
" 100, rue Saint-Jacques", J0K 2R0, (450) 839-3225,, (450) 839-2823, habiation.p.r@gmail.com,,3,0,3
" 87, rue du Sacré-Coeur", J5Z 1W9, (450) 932-3030,,, hcdc@videotron.ca,,14,0,14
" Appartement 108 , 48, avenue des Bouleaux", J6E 1B8, (450) 752-1415,,, habiservice@videotron.ca,,0,0,0
" 864, boulevard Manseau", J6E 3G3, (450) 753-7735,, (450) 753-4095, huldirectiongenerale@hotmail.com,,0,0,0
" 1284, boul. des Seigneurs , Case postale 94043", J6W 5V4,,,, hulterrebonne@hotmail.com,,0,0,0
" 209, rue Guibord", J0K 3E0, (450) 759-6300,,,,,9,0,9
 701 rue Marcel de la Sablonnière, J6Y 0M4,,,, info@lepasdedeux.org,,0,0,0
" 900, 12e Avenue", J5M 2W2, (514) 292-6244,,, habitationssll@gmail.com,,11,0,11
" 557, rue des Champs-Élysées", J5Y 4C5, (514) 213-0227,,,,,0,0,0
 33 rue Vézina, J0K 3H0,,,, residences.achigan@gmail.com,,12,0,12
" 1000, rue Bel-Âge", J0K 1W0,,,,,,1,0,1
" 387, rue Baby", J6E 2V9, (450) 752-6570,,, org@propulsion-lanaudiere.com,,5,0,5
" 198, 8e Rue", J0K 1B0, (450) 389-0618,,, manoirduboise@videotron.ca,,7,0,7
" Bureau 200 , 1948, ch. Notre-Dame-de-la-Merci", J0T 2A0, (819) 424-4240,,, manoirdufresne@gmail.com,,16,0,16
" 301, boulevard J. A. Paré", J5Z 5E3, (450) 582-4734,,, info@manoirdesseigneurs.com,,49,0,49
" Bureau 01 , 404, boulevard Terrebonne", J6W 2G8, (450) 471-9424,,, pavillon.harmonie@videotron.ca,,25,0,25
" 387, rue Baby", J6E 2V9, (450) 752-6570,, (450) 752-1062, org@propulsion-lanaudiere.com, propulsion-lanaudiere.com,23,8,31
 Case postale 147, J6A 5H7, (450) 582-6000,,, info@regardenelle.org,,6,0,6
" 1090, route principale", J0K 3A0,,,, residencedailleboust@outlook.com,,10,0,10
" Appartement 309 , 896, boulevard Iberville", J5Y 1Z7,,,, residenceclairemarchand@gmail.com,,0,22,22
" 739, rue Notre-Dame, app. 101", J5Y 1N1, (450) 581-6294,,, residence.rivenord@videotron.ca,,13,0,13
" 411, rue Arbour", J0K 2K0, (450) 886-2034,,, info@residencedrlucienferland.com,,8,0,8
" 420, rue Gaston", J0K 3K0, (450) 882-9119,,, residencegeorgeslallier@gmail.com,,10,0,10
" 515, rue St-Antoine", J5M 0H5, (450) 439-6776,,, reslaurier@videotron.ca,,44,0,44
" 1010, rue Montcalm", J0K 1A0, (450) 836-3619,,, rcscberthier@hotmail.com,,13,0,13
" 150, rue Jetté", J6E 0V4, (450) 867-1127,,, residence.des.prairies@videotron.ca,,22,0,22
" 300, place de Courville", J5W 6E6, (450) 589-2750,,, jrobillard@residencesdumeandre.com,,51,0,51
" 450, rue Bellevue", J0T 2C0, (819) 419-0295,,, info@rpnh.ca,,13,0,13
" 144, rue Saint-Joseph", J6E 5C4, (450) 759-1088,, (450) 759-2100, slop@videotron.ca,,11,49,60
" 220, rue Labelle Sud", J0T 1T0,,, (819) 275-1988, adm.rcc@bellnet.ca,,19,0,19
" Appartement 102 , 1160, avenue de Péribonka", J7G 2Z7,,,, agiroux@legicochp.com,,6,0,6
" 1020, rue Jean-Louis, bureau 107", J5L 1R7, (450) 569-9028,, (450) 569-0146, labellefeuilloise@videotron.ca,,15,14,29
" CRDP de la rue Boyer , 11, rue Boyer", J7Z 2K5, (450) 432-7588,, (450) 432-8332, psl.cissslau@ssss.gouv.qc.ca,,18,0,18
" 850, avenue du Bourg , suite 500", J7Z 0H5,,,, groupelogiloge@cgocable.ca,,50,0,50
" 245, rue du Curé-Majeau", J6E 8S8, (450) 752-5899,, (450) 753-5633, Lynda.Michaud@ssss.gouv.qc.ca,,15,0,15
" 45, rue Godon Ouest", J8C 3E4,,,, m.berthet@rqoh.com,,15,0,15
" 26, rue Queen", J0V 1J0, (819) 242-4598,, (819) 242-5891, crheault@grenville.ca,,0,12,12
" Appartement 10 , 1176, rue de la Pisciculture", J0T 1J2, (819) 713-0477,,, domainebellevue1176@gmail.com,,9,0,9
" 195, rue Principale", J8G 2Z7,,,, yolande_stpierre@hotmail.com,,11,0,11
" 401, rue de l'Accueil", J7R 5X7, (450) 472-0926,, (450) 472-5480, domainechenier@videotron.ca,,1,0,1
" 401, rue de l'Accueil", J7R 5X7, (450) 472-0926,, (450) 472-5480, domainechenier@videotron.ca,,0,24,24
" 236, rue Principale", J0V 1J0, (450) 566-2023,,,,,12,0,12
" 6, chemin Sshippel", J0T 1A0, (819) 421-2487,,, hsjbmontcalm@hotmail.com,,15,0,15
" 1, place de la Mairie", J0R 1R6, (450) 227-2483,,, HABITATIONDELAVALLEE@GMAIL.COM,,3,0,3
" 747, rue de la Station, app. 6", J0R 1T0, (450) 662-6950,,, sdaigneault@icloud.com,,5,0,5
" 623, rue l'Allier", J9L 3P5, (450) 662-6950,,, gic_hjvmL@foh3L.org,,0,12,12
" a/s de Groupe Logiloge , 3675, Chanoine-Moreau, bur. 211", G8Y 5M6,,,, groupelogiloge@cgocable.ca,,24,0,24
" 6200, rue Morin", J0T 2R0, (819) 840-1211,,, groupelogiloge@cgocable.ca,,5,0,5
" Appartement 101 , 1265, boulevard Curé-Labelle", J7C 4K5, (450) 971-2444,, (450) 971-2555, hsolidaires@gmail.com,,16,0,16
" 567, chemin du Village", J0R 1H0, (450) 226-7345,,,,,0,0,0
" 531, rue Labelle", J7Z 5L8, (450) 504-2347,,,,,0,0,0
" 3419, chemin d'Oka,bureau 13", J0N 1M0,,,, infos@lachacuniere.org,,12,0,12
" 298, rue Labelle", J7Z 5T7,,,,,,0,0,0
" Case postale 35 , Succursale Centre-Ville", J7Z 5T7, (450) 432-9355,, (450) 432-8005, arianecoordo@maisondariane.ca,,0,10,10
" 2109, Chemin des Hauteurs , appartement 110", J0T 2J0,,,, maisonlucioles@hotmail.com,,6,0,6
" 1034, chemin Durand", J0R 1B0, (514) 824-7359,,,,,13,0,13
" 1561, chemin Beaulne", J0T 2R0, (819) 322-7014,, (819) 322-6930, administration@maisonemmanuel.org, www.maisonemmanuel.org,0,17,17
" 1000, chemin du Plan-Bouchard", J7C 3S9, (450) 434-5244,,, manoir.blainville@videotron.ca, www.ville.blainville.qc.ca,35,0,35
" 27, rue du Couvent", J0T 1H0,,,, manoirlabellois@hotmail.com,,21,0,21
" 390 boul Jean-Baptiste Rolland E , 100", J7Z 0L2, (514) 836-7668,,,,,11,0,11
" 11, boulevard René-Lévesque", J0V 2B0, (450) 258-1900,,, laplacidienne@videotron.ca,,7,0,7
" 235, Terrasse Cadot", J0N 1H0, (450) 478-8585,,, residencedesmoissons@videotron.ca,,26,0,26
" 102, rue Vert-Pré", J0T 1G0, (819) 687-2103,,, residencevalleedelarouge@gmail.com,,16,0,16
" 315, montée Gagnon", J6Z 2X1, (514) 527-6668,,, info@fohm.org,,10,0,10
" 170, rue de la Vallée-du-Golf", J8B 1P5, (450) 475-0133,,, echelon.pdh@cgocable.ca,,30,0,30
" 287, rue McLaughlin", J0T 2L0, (819) 421-0026,, (819) 687-9282, letraitdunion@live.ca,,22,0,22
" 6, rue Thérèse Hétu", J8C 0B1,,,, pascalbader@cgocable.ca,,12,0,12
" 570, rue de la Madone", J9L 1S7, (819) 623-7865,, (819) 597-2410, vda@tlb.sympatico.ca,,0,12,12
" 6180, rue Agathe", J4Z 1E1, (450) 466-6799,, (450) 676-5686, direction@actionintegration.org,,16,0,16
" 536, rue Chicoine", J7V 1E4, (450) 218-6418,,, direction@aiguillage.ca,,0,0,0
" 150, rue Saint-Eugène", J6S 2G7, (450) 373-8195,,,,,0,0,0
" 2860, rue Sainte-Anne , Case postale 101", J0P 1T0, (450) 451-6590,, (450) 764-3113, veronique.rivet@frohme.org,,0,10,10
" 1-245, 6e Avenue", J2X 0C6,,,, olalonde@rphrhr.com,,27,0,27
" 6800, boulevard Hébert", J6S 6G4, (450) 371-5177,, (450) 377-2253, autrerive@bellnet.ca,,14,0,14
" Bureau administratif , 135, rue Adélaide", J3P 1X1, (440) 201-0786,,, robert.bisson@frohme.org,,0,24,24
" 44, rue Rémillard, bureau 11", J7X 1B1, (450) 267-2759,,, naomi.tremblay@frohme.org,,0,10,10
" 95, rue de Carillon, bureau 39", J6J 5Z7, (450) 692-4767,, (450) 692-2138, manoirlanctot@gmail.com,,23,0,23
" 155, rue de Gaspé Est", J6J 2N9, (450) 962-9652,,,,,0,0,0
" 315, rue MacDonald, bureau 105", J3B 8J3, (450) 348-6121,, (450) 348-8440, Info@lerenfort.com, www.lerenfort.com,0,31,31
" 30, rue Saint-Thomas, bureau 200", J6T 4J2, (450) 371-4816,, (450) 371-2301, b.asselin@lafras.com,,0,32,32
" 280, rue de Bonaventure, app. 4", J6J 5X6, (450) 201-0786,, (450) 699-7014, robert.bisson@frohme.org,,12,16,28
" 155, rue Brodeur", J4J 2S3, (450) 468-1726,,, hclongueuil@gmail.com.,,108,0,108
" 311, rue McLeod", J6J 2H8, (450) 201-0786,,, ivelina.nikolova@frohme.org,,27,0,27
" 85, rue Jogues", J6J 2H8, (514) 812-4041,,, habitationrivesaintecatherine@gmail.com,,15,0,15
" 311, rue McLeod", J6J 2H8, (450) 638-8333,,, trilogis@outlook.com,,22,0,22
" Case postale 45 , Sainte-Martine", J0H 1V0, (450) 201-0786,, (450) 699-7014, nathalie.grimard@frohme.org,,7,0,7
" 75, rue Saint-Laurent, app. 100", J5R 1H1, (450) 659-7514,, (450) 659-7600, nansie.baril@frohme.org,,0,32,32
 Case postale 537, J0H 1W0,,,,,,0,0,0
" 250, rue Radisson", J3H 2Z4, (450) 464-0339,,, orh@mrcvr.ca,,0,16,16
 1704 rue Saint-Georges, J4P 3J2, (450) 672-4597,,,,,0,0,0
" Appartement 7 , 1036, boul. Saint-Jean-Baptiste", J6R 2P4, (450) 699-3254,,, habitation.philomene@hotmail.com,,14,0,14
" 982, boul. Saint-Jean-Baptiste", J3G 6V9,,,, gdumouchel26@gmail.com,,10,0,10
" 80, rue Académie, bureau 1", J6T 4X1,,, (450) 371-1426, accueil@omhvalleyfield.ca,,0,12,12
" 8105, route Marie-Victorin", J3R 4Y4,,,, bourgchemin@videotron.ca,,5,0,5
" 90, rue West", J0S 1H0, (450) 957-8557,,, joanieg.hdthsl@hotmail.com,,24,0,24
 90. rue Foucreault, J0L 2K0,,,, la.gaillarde@videotron.ca,,27,0,27
" 67, rue Pinsonneault, bureau 113", J5A 2T4, (450) 699-3060,,, ivelina.nikolova@frohme.org,,13,0,13
" 300, rue Lamarre, bureau 121", J4J 0A1, (450) 670-0006,,, habpaulpratt@bellnet.ca,,86,0,86
" 320, rue Conrad-Pelletier , Bureau 100", J5R 4B2, (514) 444-0573,,, claude.sirois@frohme.org,,10,0,10
" 71, rue de Ramezay, bureau 212", J3P 3Z1,,,, grths.claude@videotron.ca,,10,0,10
" 1005, rue Normandie, bureau 13", J0L 1N0, (450) 649-9154,,, francois.st.p@videotron.ca,,0,12,12
" 19, rue Donais, bureau 200", J2W 2J7, (450) 359-4802,, (450) 359-9618, handilogement@videotron.ca, www.handi-logement.org,0,24,24
 200-230 boul. St-Jean-Baptiste, J6K 3B8,,,,,,6,0,6
" 1215, boulevard Sainte-Foy", J4K 1X4, (450) 442-4777,, (450) 442-1953, marleneharvey@lacasabernardhubert.org, www.lacasabernardhubert.org,31,0,31
" 330, rue Laurier", J3B 6L3, (450) 346-5422,,, sylvie.leduc@mereenaction.ca,,22,0,22
" 5210, chemin de Chambly , Bureau 102", J3Y 3N6,,,, info.lappartamoi@gmail.com,,9,0,9
" 404, rue Main", J0P 1H0,,,,,,13,0,13
" 66, rue Saint-Pierre", J5A 1C1, (450) 845-1700,,, maisongoeland@videotron.ca,,17,0,17
" 79, rue du Zouave", J6T 2W4, (450) 371-9630,, (450) 371-9630, adjointe@mhdv.org,,13,9,22
 Case postale 368, J3B 6Z5, (450) 346-1645,,, maison.hina@qc.aira.com,,0,0,0
" 5000, boulevard Laurier Ouest", J2S 3V2, (450) 773-7333,,, info@maisonlalcove.com,,0,0,0
" 2290, rue Saint-Joseph , Case postale 653", J2S 7P5, (450) 773-8818,,, info@maisonlebaluchon.org,,0,0,0
" 177, rue Longueuil", J3B 6P2, (514) 346-5706,,, info@pointcommun.ca,,12,0,12
" 115, rue de la Rivière", J0H 1E0, (450) 699-7014,,, nansie.baril@frohme.org,,0,16,16
" 39, rue de l'Olivier", J5A 2H1, (438) 520-8241,,, PALRSO@hotmail.com,,0,16,16
