Adresse,Code postal,Téléphone,Téléphone sans frais,Télécopieur,Courriel,Site Internet,Total: PSL,Total: HLM,Total: Total
" 3033, rue Sherbrooke Est , Bureau 100", H1W 1B4, (450) 806-0533,,, ca.rose.main@gmail.com,,21,0,21
" 8189, rue Rousselot", H2E 1Z7,,,, cooperative.rousselot.ca@gmail.com,,40,0,40
" 600, rue Leclaire, app. 17", H1V 2Z2,,,, cooprm@outlook.com,,14,0,14
" 3625, rue Messier, bureau 37", H2K 3R6,,,,, rubis.bloc@gmail.com,9,0,9
" 3280, rue Bélair, app. 400", H2A 2A1,,,, coopbelair@hotmail.fr,,8,0,8
" 2710, rue Goyer, bureau 1", H3S 1H3, (514) 699-6104,,, coopgoyer@hotmail.com,,4,0,4
" 5544, rue Saint-Denis", H2J 2M5,,,,,,7,0,7
" 12305, rue René-Chopin, app. 301", H1E 7G9, (514) 266-3625,,, tito.coopsamakhi@gmail.com,,12,0,12
" 3745, rue Rachel Est, app. 2", H1X 1Y7,,,, coopsansfrontieresrosemont@gmail.com,,15,0,15
" 5630, rue des Narcisses", H1G 2M8, (514) 739-2948,, (514) 739-3696,,,2,0,2
" 2154, rue Leclaire", H1V 2Z9,,,, coophab.shalom@gmail.com,,0,19,19
" a/s de la FÉCHIMM , 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 934-6019,,, secote@fechimm.coop,,0,12,12
" Appartement 1 , 8350, boul. des Galeries d'Anjou", H1J 2K7,,,,,,6,0,6
" 2312, rue du Centre, app. 100", H3K 1J7,,,, coopskanagowa@gmail.com,,0,0,0
" 4400, rue Linton, appartement 2", H3S 1T6, (514) 660-4507,,, coop.linton.soleil@hotmail.com,,1,0,1
" 11945, rue Dulongpré, bureau 103", H4J 2N3,,,, coopsolidaritecartierville@gmail.com,,8,0,8
" Appartement 107 , 11700, boulevard Saint-Germain", H4J 1Z7, (514) 747-5867,,, coopsaintgermaint@hotmail.com,,13,0,13
" Case postale 7 , Succurcale Rosemont", H1X 3B5, (514) 933-2755,,,,,2,0,2
" 39, avenue Ouellette, app. 9", H8R 1L4, (514) 363-7878,,, angelinesylvieegoume@gmail.com,,8,0,8
" 3095, rue de Rouen, app. 5", H1W 3Z2,,,, cooperative.stadacona@gmail.com,,13,0,13
" 2111, avenue D'Orléans, app. 100", H1W 3S1,,,, secretariat@station-1.org,,37,0,37
" 277, rue Stirling, bureau 305", H8R 3W2, (514) 368-2224,,, coopstirlinglslle@hotmail.com,,7,0,7
" a/s de la SOCAM , 2125, rue Saint-Patrick", H3K 0B9, (514) 932-7742,, (514) 932-0148, jj.kasembe@gestionsocam.org,,0,12,12
" 1905, rue des Bassins, bur. 910", H3J 1S4, (438) 386-6775,,, financestiohtiake@gmail.com,,37,0,37
" 8560, rue Sainte-Claire", H1L 1X9, (514) 843-6929,, (514) 843-5241, info@fhcq.coop,,3,0,3
" 522, rue de Courcelle, app. 243", H4C 1S7,,,, sthenricoop@gmail.com,,12,0,12
" 1660, rue Sauvé Est, app.1", H2C 2A8, (514) 387-1895,, (514) 387-1398, coopatouthasard@gmail.com,,10,0,10
" 8150, rue Sherbrooke Est, app. 1", H1L 1A8, (514) 351-7412,, (514) 351-7412, info@cooptreflebleu.ca,,18,0,18
" 8170, avenue Christophe-Colomb", H2P 1X2,,,, cooperativetrilogis@gmail.com,,25,0,25
" 5244, rue Bourbonnière, app. 16", H1X 2M9, (514) 374-6973,,, cooptroisrosesmtl@gmail.com,,15,0,15
" 570, rue Desjardins", H1V 2G1, (514) 807-4479,,, cooplestroisgaleries@hotmail.com,,0,8,8
" 600, rue Guy, appartement 2", H3J 1T3,,,, coop3etype@gmail.com,,6,0,6
" 3935, boulevard Rosemont", H1X 1L7,,,, unionduparadis@gmail.com,,0,0,0
" 2209, rue Cartier", H2K 4E9,,,, coopchum@gmail.com,,1,0,1
" 810, rue Montcalm, bureau 002", H2L 5G2,,,, coopvalperche@gmail.com,,14,0,14
" Bureau 5 , 3990, rue Sherbrooke Est", H1X 2A8, (514) 251-8779,,, info@shapem.org,,8,0,8
" Case postale 55042 , CSP Maisonneuve", H1W 0A1, (514) 252-0766,,,,,3,0,3
 70 54e Avenue Ponte-aux-Trembles, H1A 2T2, (514) 419-6646,, (514) 419-8652, MATILDEFRAGA@GIFRAGA.COM,,7,12,19
" 1940, rue Viau", H1V 3H1,,,, viaamiscoop@gmail.com,,8,0,8
" 2710, rue d'Orleans", H1W 3S6,,,, cooplavieenville@gmail.com,,0,0,0
" 7745, rue Léo-Guindon, app. 1", H1K 5B4, (514) 677-2354,,, ara@aracelilazaro.com,,9,0,9
" Bureau 107 , 12150, rue Notre-Dame Est", H1B 2Z1,,,, villa3etoiles@videotron.ca,,12,0,12
" 3399, avenue Lacombe", H3T 1L9,,,,,,2,0,2
" Appartement 35 , 8530, avenue Champagneur", H3N 2L2, (514) 948-5404,, (514) 335-6459, diane@delegation.ca,,12,0,12
" 4689, rue Alexander, app. 1", H8Y 2A9,,,, helene_coopcloverdale@qc.aira.com,,169,0,169
" 5154, rue Ontario Est, app. 10", H1V 3V2, (514) 797-6296,,, villemarie1994@hotmail.com,,0,22,22
" 7740, rue Chambord, app. 6", H2E 1X3, (514) 277-0385,,, coopvillebord@gmail.com,,7,0,7
" 3540, avenue du Parc, app. 13", H2X 2H7,,,,,,12,0,12
" 5135, avenue Walkley, app. 14", H4V 2M4,,,, mcleanmontreal@gmail.com,,5,0,5
" 2082 A, rue Wurtèle", H2K 2P9, (514) 529-1322,,, coopwurtele@gmail.com,,7,0,7
" Appartement 8 , 4101, boulevard Cavendish", H4B 2N4,,,, cooperativezoo@hotmail.com,,0,0,0
" Case postale 442, succ. Rosemont", H1X 3C6, (514) 707-2612,,, natcantin@hotmail.com,,8,0,8
" a/s de la FÉCHIMM , 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 843-6929,,, communicationscoop@gmail.com,,0,0,0
" 5175, avenue Walkley, app. 28", H4V 2M4, (514) 843-6929,,, coopwalkley@gmail.com,,9,0,9
" 7000, avenue du Parc, bureau 206", H3N 1X1,,,,,,1,0,1
" 300-55, av. du Mont-Royal Ouest", H2T 2S6, (819) 570-5168,,, cacoopmil@gmail.com,,0,0,0
" 568, rue Foran", J9H 5M2, (819) 661-6689,,, coopduruisseau@gmail.com,,12,0,12
" 325, chemin du Lac Bois-Franc , C. P. 99", J0X 2X0, (819) 449-3525,,, coopvieuxclocher@gmail.com,,0,0,0
" 400, boulevard Riel, app. 3", J8Z 1B4,,,,,,9,0,9
" 79, rue Boucherville, app. 6", J9A 1J7,,,, gestion@fihab.coop,,1,0,1
" 9, rue du Coteau, appartement 1", J8R 0A7, (819) 663-0442,, (819) 243-4202, administration@arcenciel.coop,,9,0,9
" 644, rue Baume, appartement E", J0X 1V0,,,, gestion@fihab.coop,,1,0,1
" 888, rue Charette , Case postale 30033", J8Y 2E0,,,, gestion@fihab.coop,,4,0,4
" 80, rue de la Falaise, bureau 2", J8Z 3K4, (819) 921-8821,,, slystamour@hotmail.com,,5,0,5
" 133, chemin de la Savane, app. 3", J8T 1P8,,, (819) 986-1123, coopclairdelune133@outlook.com,,12,0,12
" Case postale 1568, succursale A", J8X 3Y3,,,, gratton.jeanrobert@gmail.com,,2,0,2
" 62, chemin Eardley , Administration", J9H 0E5, (819) 684-1277,, (819) 557-1277, coop.hauterivedaylmer@hotmail.com,,15,0,15
" 265, chemin McConnell", J9J 0Z8, (819) 684-6699,, (819) 684-9670, tresorier1.letriedre@gmail.com,,13,0,13
 Case postale 82124, J8T 8B6,,,,,,2,0,2
 Case postale 30033, J8Y 2E0,,,, cooplesrapides@gmail.com,,1,0,1
" 60 A, rue Saint-Etienne", J8X 1J1, (819) 771-4914,, (819) 771-3181, coopreboul@videotron.ca,,4,0,4
" 8, rue Rochon", J8Y 4S2, (819) 777-6823,,, dcote@logeaction.com,,5,0,5
" 29, rue d'Orléans, app. 101", J8T 5T9,,,, ca-coop@outlook.com,,4,0,4
" CSP de l'Hôpital , Case postale 12007", J8T 0C3,,,,,,4,0,4
" 91, rue Marengère, app. 101", J8T 3T7,,,, couillard.francois@videotron.ca,,12,0,12
 Case postale 2454, J9X 5B1, (819) 762-0931,,, borealecoop@gmail.com,,4,0,4
 Case postale 461, J9T 3A8,,,,,,3,0,3
 173 rue Villeneuve, J9P 3L9, (819) 874-0784,,, coop.portesouvertes@outlook.com,,8,0,8
 Case postale 2254, J9X 5A6,,,,,,2,0,2
" 102, 4e Avenue Est, app. 13", J9T 1C6, (819) 732-5144,,, coop.habitation@cableamos.com,,3,0,3
" 56, avenue Alfred-Poulin", G4Z 1Y8,,,, ngenois@cqch.qc.ca,,3,0,3
" 556, rue Parfondeval, app. 5", G5C 3R3, (418) 589-2723,,, coopdescedres902@gmail.com,,4,0,4
" 702, rue Bossé, appartement 18", G5C 1L6, (418) 589-6877,,, comptabilite@citedesbatisseurs.ca,,8,0,8
" 191, avenue Champlain, app. 5", G4Z 1M5, (418) 589-6877,,, lisethibeault.1401@gmail.com,,2,0,2
" 20, rue de l'Église, app. 13", G0C 2E0, (418) 794-8298,,, habitages2019@outlook.com,,3,0,3
" 87, boulevard de York Est , Case postale 7", G4X 2L1,,,, melanie.dufresne@grlcgim.com,,4,0,4
" 91, rue du Parc , Case postale 277", G0C 1V0, (418) 368-1355,, (418) 368-4347, coop.aster@hotmail.com,,5,0,5
" 76, rue Comeau , Case postale 979", G0C 1J0, (581) 362-1224,, (418) 364-3335, virginie.bouchet@grlcgim.com,,4,0,4
" 38, chemin du Cap-Chat", G4T 3P8, (418) 937-8594,,, gestioncoopoasis@gmail.com,,5,0,5
" 38, chemin du Cap-Chat", G4T 3P8, (418) 937-8594,,, gestioncoopoasis@gmail.com,,0,0,0
" 95, rue Harfang-des-Neiges , Case postale 1419", G0C 1Y0, (581) 362-1225,, (418) 364-3335, virginie@grlcgim.com,,3,0,3
" 142, avenue Terry-Fox", G0C 2B0, (581) 362-1225,, (418) 364-3335, virginie.bouchet@grlcgim.com,,3,0,3
" 56 rue Comeau , Case postale 3026", G0C 1J0, (418) 364-3333,, (418) 364-3335, virginie.bouchet@grlcgim.com,,4,0,4
" 189, rue Jacques-Cartier , Case postale 6", G4X 2P8,,,, trepas21@gmail.com,,1,0,1
" 5, rue Robinson", G0E 1K0,,,, omhgrandevallee@globetrotter.net,,5,0,5
" 1144, rue de L'Eglise", G0S 3H0, (418) 744-3222,, (418) 744-3691, info@omhappalaches.ca,,0,10,10
" 5700, rue Saint-Louis", G6V 4E5,,,, jbeaumont@grtnouvelhabitat.com,,49,0,49
" 5700, rue Saint-Louis", G6V 4E5, (418) 833-6652,,, ccantin@grtnouvelhabitat.com,,45,0,45
" 290, rue Verreault, app. 107", G0R 3G0, (418) 358-1110,, (418) 598-6769, cooplaccueil@gmail.com,,14,0,14
" 4, rue Fortin, bureau 11", G0S 1H0, (418) 728-4466,,, omhlaurierstation@telus.net,,0,10,10
" Galeries Chagnon , Case postale 46025", G6V8s3,,,, fmorin@ipq.quebec,,13,0,13
" 639, 7e Rue", G0R 3N0, (418) 522-8899,, (418) 522-0267, cgiroux@ipq.quebec,,5,0,5
" 31, rue Principale Est", G0R 2J0, (418) 648-1354,, (418) 249-2253, lgauthier@fechaqc.coop,,8,10,18
" 87, rue Thibodeau", G0R 3X0,,,, pmdoucet@fechaqc.coop,,0,10,10
" 16, Ave de la Durantaye", G5V 4J3, (418) 248-4558,, (418) 248-4562, caroline.dussault@grtcotedusud.com,,4,0,4
" 8, rue Beaudoin, case postale 27", G0R 1N0, (418) 885-9186,,, plabbe@grtnouvelhabitat.com,,6,0,6
" 1079, rue Bergeron, app. 6", G0S 1Z0,,,, gcmfp@hotmail.com,,10,0,10
" 20, rue du Rocher", G0R 1A0, (418) 248-4558,, (418) 248-4562, hpcs2010@hotmail.com,,5,0,5
" 15, rue Morin", G5V 1T5, (418) 248-4558,, (418) 248-4562, caroline.dussault@grtcotedusud.com,,5,0,5
" 5700, rue Saint-Louis", G6V 4E5,,,, zbelhadji@grtnouvelhabitat.com,,5,0,5
" 118, rue Saint-Thomas", G5V 1M2,,,, lcsinc@globetrotter.net,,1,0,1
" 5700, rue Saint-Louis", G6V 4E5, (418) 833-6652,,, oloyer@grtnouvelhabitat.com,,5,0,5
" 709, rue de L'École", G0S 1M0,,,, paiement172@hotmail.com,,6,0,6
" 176, rue Principale", G0R 3J0, (418) 807-0767,,, chsl2@outlook.com, www.stlazare@mediom.qc.ca,4,0,4
" 40, 16e Rue, appartement 2", G0S 3G0, (418) 387-5578,,, luciepomerleau657@gmail.com,,5,0,5
" a/s de la FÉCHAQC , 275, rue du Parvis, bureau 205A", G1K 6G7, (418) 648-1354,, (418) 648-9991, mkabore@fechaqc.coop, www.coop-habitation.org,0,6,6
" 1445, rue de l'Etna", G3K 1X8,,,, ccantin@grtnouvelhabitat.com,,6,0,6
" 5700, rue Saint-Louis", G6V 4E5, (418) 833-6652,,, zbelhadji@grtnouvelhabitat.com,,47,0,47
" Appartement 504 , 270, boulevard des Laurentides", H2G 2T6,,,, SGeorgieva@fechimm.coop,,34,0,34
" 559, rue Robert-Élie , Case postale 1000", H7N 0C4, (450) 937-4373,,, coopboisellen@hotmail.com,,80,0,80
" 330, boulevard Des Prairies", H7N 2V7,,,,,,5,0,5
" Appartement 2 , 161, boulevard Bellerose Est", H7K 2V8, (450) 967-9858,,, nleclair475@gmail.com,,2,0,2
" 16-2100, rue Mayfield", H7T 1K5,,,, chlgh@outlook.com,,6,0,6
" 2105, rue Mayfield, app. 12", H7T 1K4,,,,,,5,0,5
" 45-3755, rue Joffre", H7T 1E8,,,, matildefraga@gifraga.com,,4,0,4
" 365, avenue Ampère", H7N 5H5,,,, coopnd@gmail.com,,11,0,11
" 1335, rue Bousquet, app. 9", H7N 5A8, (450) 663-4702,,, coop-la-sabliere@hotmail.ca,,0,0,0
" 280, boulevard Samson, app. 1", H7X 3C1,,,, coopstd280@hotmail.com,,2,0,2
" 495, boulevard Robin, app. 112", H7N 1W5, (450) 629-1799,,, matildefraga@gifraga.com,,6,0,6
" 1255, rue Bousquet, app. 17", H7N 5A8, (450) 667-8443,,, cooplevirage@gmail.com,,1,0,1
" Appartement 100 , 72, rue Louis-Vadeboncoeur", J6E 8N5,,,, jvertefeuille@outlook.com,,6,0,6
" 203, rue Sainte-Anne, app. A", J6E 4Z6, (450) 759-1560,,, coop_cathedrale@outlook.com,,0,0,0
" 515, rue Lafontaine, app. 4", J6A 7N5,,,, coop.lafontaine.repentigny@outlook.com,,4,0,4
" 389, rue Garneau, appartement 12", J6E 8B1,,,, lamaisondecorfou@videotron.ca,,0,11,11
" 558, rue de la Louisiane", J6W 5L4, (450) 966-4446,,, esy@fechimm.coop,,0,10,10
" 894, boulevard Iberville, app. 2", J5Y 1Z7,,,, gestiontoitqc@outlook.com,,4,0,4
" Bureau 211 , 3675, boulevard Chanoine Moreau", G8Y 5M6,,,, gestionltraversy@cgocable.ca,,5,0,5
" 278, rue Bonet app.1", J5Z 4M5, (514) 585-8102,,, coopbleu@hotmail.com,,0,15,15
" 420, rue Saint-Louis-de-France", J6W 4P9,,,, coopsldf@outlook.com,,4,0,4
" 1360-1362 rue Petit-Bois , Case postale 25", J5T 2J3, (450) 586-0396,,, coopvoisinage@hotmail.com,,0,12,12
" 4787, rue Ontario Est", H1V 1L6, (514) 419-6646,, (514) 419-8652, matildefraga@gifraga.com,,8,0,8
" 457, rue Laval", J6E 5G9, (450) 721-2667,,, direction@havredupetitvillage.com,,50,0,50
" 250, 14e Avenue", J5M 2X5, (450) 439-3111,,, rolandedelorme@hotmail.com,,3,0,3
" 800, avenue du Bourg , Case postale 140", J7Z 0E3, (450) 504-4749,,, lebourgstantoine@gmail.com,,24,0,24
" 200, rue Beth-Halevy", J7E 4H4,,,,,,0,0,0
" 24, rue Mainville", J7E 4V6, (514) 335-7660,,, diane@delegation.ca,,0,17,17
" 2A, rue Beth-Halevy", J7E 4H4,,,,,,0,0,0
" 396, chemin du Bord-de-L'eau", J0S 1P0, (450) 370-4460,,,,,2,0,2
" 810, rue Jean-Deslauriers", J4B 0L3,,,, info@coopseigneurieboucherville.com,,40,0,40
" 10, rue de la Coopérative", J7W 0C2, (514) 453-8709,,, residencepar@outlook.fr,,64,0,64
" 1225, rue Lacoste", J4G 2J6,,,, cooperativelaccueildelongueuil@hotmail.com,,2,0,2
" Case postale 92 , Succursale Bureau Chef", J2S 7B2,,,,,,6,0,6
" 505, rue Grant, bureau 88", J4H 3J1, (450) 748-0704,,, coopbaronnie@gmail.com,,2,0,2
" a/s de la FÉCHAM , 150, rue Grant, bureau 124", J4H 3H6, (450) 651-5520,, (450) 616-1354, alexbleclerc@fecham.coop,,0,24,24
" 823, rue Boulay, bureau 101", J0H 1A0, (450) 502-3051,,, chbonemine@hotmail.com,,3,0,3
 Casier postal 43, J2S 7B2,,,, c.desjardins1945@gmail.com,,13,0,13
" 1150, avenue Du Maire, app. AB", J5R 4G1,,,,,,1,0,1
" Bureau 100 , 2751, place Charlemagne", J7V 9B2, (450) 455-7298,,, ca@cooplecheznous.ca,,6,0,6
" 8, chemin de Bethanie , Case postale 72", J0H 1H0, (819) 248-1151,,, coop.christinoise8@hotmail.com,,3,0,3
" 810, rue Dr Hubert Paré, app. 24", J2X 5E2,,,,,,4,0,4
" 2102, rue Laurier, appartement A", J4J 4J6, (450) 674-9921,,, coopcolimacon2102@gmail.com,,5,0,5
" Appartement 18 , 38-B, rue Sainte-Catherine", J6N 2P9, (450) 395-0503,,, coopdelagare@videotron.ca,,8,0,8
 Case postale 12582, J2R 1S1,,,, j_chapdelaine33@hotmail.com,,5,0,5
" 192, rue Saint-Louis, app. 5", J6T 1N7, (514) 843-6929,,, cooplesperance2@hotmail.com,,0,18,18
" 427, chemin Des Patriotes", J0H 2G0, (450) 709-0520,,, financeaufildeleau@outlook.com,,2,0,2
" 11, rue de l'Église, loc. 141 , Case postale 91", J6T 1J5, (450) 373-7067,,, amclaessens@grtso.ca,,7,0,7
" 190, rue Morissette, app. 7", J3B 8K6,,,, coopdufoyer@gmail.com,,3,0,3
" Appartement 16 , 142, rue Jacquelin-Beaulieu", J3E 3R1,,,, coop.girardins@gmail.com,,8,0,8
" 270, rue Taillefer, app.112", J6T 2Z5,,,, info@grtso.ca,,8,0,8
" 150, rue Grand, bureau 124", J4H 3H6, (514) 843-6929,,, cooperativeleshubertins@outlook.com,,0,15,15
" 2515, av. Sainte-Anne, bureau 1", J2S 5J2, (450) 250-5994,,, ngenois@cqch.qc.ca,,0,16,16
" Case postale 91 , Succursale bureau-chef", J2S 7B2,,,, maverick73@hotmail.ca,,8,0,8
" 85, rue Des Saules, app. 2", J7X 1C8,,,, denise@embryobec.com,,6,0,6
 Case postale 114, J2S 7B2,,,,,,5,0,5
" 280, rue Saint-Thomas", J6T 6H7,,,, info@grtso.ca,,6,0,6
" 2376, rue Lafontaine, app. 1", J2S 2N1,,,,,,3,0,3
" Bureau 8 , 7140, chemin de Chambly", J3Y 3R5, (514) 942-3419,,, le.multimonde@gmail.com,,9,0,9
 Case postale 2036, J0P 1P0,,,, cooplesguerets@hotmail.com,,3,0,3
" Case postale 12523 , Succursale Ste-Rosalie", J2R 1S1,,,, gsnd@cgocable.ca,,4,0,4
 Case postale 511, J2S 7B8, (450) 773-8984,,,,,5,0,5
" 2055, rue Henry Cyr, app. 100", J3Y 8X4, (450) 923-0240,,, pierrebruno43@videotron.ca,,0,0,0
" 285, rue Fortin, appartement 64", J3B 3N1,,,, cooplemarquis@outlook.com,,1,0,1
" Appartement 2 , 1131, Terrasse Dessaules", J4L 2V8,,,, cooplesoptimistes@outlook.com,,2,0,2
" 6805, chemin de Chambly, app. 9", J3Y 3R6, (450) 578-6313,,, coop_passe_partout@outlook.com,,0,12,12
" 836, rue Mozart", J3G 2G5, (450) 446-9288,, (450) 464-3226, sylvaindaneau@live.ca,,2,0,2
" Appartement 213 , 365, boul. Curé-Poirier Ouest", J4J 2G9, (450) 616-1509,,, chpdle@gmail.com,,15,0,15
 Case postale 571, J6S 5N6,,,, denise@embryobec.com,,5,0,5
" 10, rue Ellice, appartement 2", J6N 1W6, (450) 429-7194,,,,,3,0,3
" 64, rue Richardson, app. 102", J6N 2T7, (450) 429-4950,,,,,1,0,1
" 253, boul. de Melocheville , App. 9", J6N 0J2, (450) 225-4079,,,,,2,0,2
" 1505, rue Sainte-Marie", J7T 3B8, (514) 773-7587,,, chrstlazare@gmail.com,,9,0,9
" 775, rue Darveau, app. 7", J4L 2V6, (450) 651-5520,, (888) 651-5522, alexbleclerc@fecham.coop,,9,0,9
" 1155, 28e Avenue", J0J 2G0, (450) 347-7590,,,,,3,0,3
" 765, rue Darveau, appartement 7", J4L 2V6,,,, coop.strobert@outlook.com,,5,0,5
" Appartement 2 , 1021, terrasse Dessaules", J4L 2V8, (450) 332-2828,,, coopdessaules@gmail.com,,5,0,5
" 110, rue Forget , Case postale 100", J0J 2C0,,,, coopsebastinois@gmail.com,,3,0,3
" 160, rue De La Futaie, app. 3", J3X 2A1,,,,,,7,0,7
 Case postale 34, J3P 5N6,,,,,,6,0,6
" 1007, rue Dollard, appartement 8", J4K 4M6,,,,,,1,0,1
" 1320, rue Bibeau", J2S 3R4,,,,,,0,0,0
" 150, rue Grant, app.124", J4H 3H6, (450) 651-5520,, (450) 651-5522, benoitfoucault@fecham.coop,,0,13,13
" 33, rue du Pont, appartement 7", J0S 1T0,,,, denise@embryobec.com,,3,0,3
" 2932, rue Duvivier, app. 7", J4L 3W7,,,, benoitfoucault@fecham.coop,,5,0,5
" 2525, rue des Muguets", J7V 7P3, (450) 510-8900,,, h.marcoux@cssvd.com,,41,0,41
" 2088, rue de Chambly", J3V 0E5, (450) 463-2315,,, coopstbruno88@gmail.com,,12,0,12
" 470, rue Curé-Charles-Lemire", G0P 1A0, (819) 464-0032,,, csch@sogetel.net,,10,0,10
" 38, rue Jolicoeur, app, 5", G6P 2P7, (819) 477-6986,,, iallard@fechmacq.ca,,4,0,4
" 140, rue Hériot", J2C 1J8, (819) 477-6986,, (819) 477-3827, info@fechmacq.ca,,0,12,12
" 140, rue Hériot", J2C 1J8, (819) 477-6986,, (819) 477-3827, info@fechmacq.ca,,0,12,12
" 1160, Terrasse Turcotte", G9A 5C6,,,, reception@habitations.qc.ca,,3,0,3
" 140, rue Hériot", J2C 1J8, (819) 477-6986,, (819) 477-3827, iallard@fechmacq.ca,,8,0,8
" 140, rue Hériot", J2C 1J8, (819) 477-6986,, (819) 477-3827, iallard@fechmacq.ca,,6,0,6
" 140, rue Hériot", J2C 1J8, (819) 477-6986,, (819) 477-3827, info@fechmacq.ca,,9,0,9
" 140, rue Hériot", J2C 1J8, (819) 477-6986,, (819) 477-3827, info@fechmacq.ca,,0,10,10
" 1675, avenue Fournier", G6L 2G5, (819) 362-0066,,, reception@orherable.com,,10,0,10
" 140, rue Hériot", J2C 1J8, (819) 477-6986,, (819) 477-3827, info@fechmacq.ca,,4,0,4
" 7, rue Rubin, appartement 22", G6P 2P6, (819) 477-6986,,, info@fechmacq.ca,,2,0,2
" 140, rue Hériot", J2C 1J8, (819) 477-6986,,, info@fechmacq.ca,,1,0,1
" 27, rue de l'Église , Case postale 21", J0G 1A0,,,, sieurlefebvre@hotmail.fr, www.residencessieurlefebvre.com,6,0,6
